raw_text,portion_parsed,normalized_curie,normalized_label
PATO:0001029 ! efficiency,PATO:0001029 ! efficiency,,PATO:0001029  efficiency
ENVO:03501290 ! supermarket,ENVO:03501290 ! supermarket,ENVO:03501290,supermarket
CHEBI:36879 ! inorganic radical cation,CHEBI:36879 ! inorganic radical cation,,CHEBI:36879  inorganic radical cation
ENVO:01001169 ! area protected according to IUCN guidelines,ENVO:01001169 ! area protected according to IUCN guidelines,ENVO:01001169,area protected according to IUCN guidelines
PATO:0001475 ! increased position,PATO:0001475 ! increased position,,PATO:0001475  increased position
ENVO:00003082 ! enriched soil,ENVO:00003082 ! enriched soil,ENVO:00003082,enriched soil
ENVO:00005774 ! peat soil,ENVO:00005774 ! peat soil,ENVO:00005774,peat soil
ENVO:09000001 ! solubility of carbon atom in environmental material,ENVO:09000001 ! solubility of carbon atom in environmental material,ENVO:09000001,solubility of carbon atom in environmental material
NCBITaxon:162985 ! Hapalosiphon,NCBITaxon:162985 ! Hapalosiphon,,NCBITaxon:162985  Hapalosiphon
ENVO:01000813 ! astronomical body part,ENVO:01000813 ! astronomical body part,ENVO:01000813,astronomical body part
FOODON:00001291 ! clam food product,FOODON:00001291 ! clam food product,,FOODON:00001291  clam food product
ENVO:01000082 ! biogenous sediment,ENVO:01000082 ! biogenous sediment,ENVO:01000082,biogenous sediment
CHEBI:35343 ! 17beta-hydroxy steroid,CHEBI:35343 ! 17beta-hydroxy steroid,,CHEBI:35343  17beta-hydroxy steroid
CHEBI:16526 ! carbon dioxide,CHEBI:16526 ! carbon dioxide,,CHEBI:16526  carbon dioxide
ENVO:01001568 ! frost heave,ENVO:01001568 ! frost heave,ENVO:01001568,frost heave
UBERON:0004274 ! lateral ventricle choroid plexus epithelium,UBERON:0004274 ! lateral ventricle choroid plexus epithelium,,UBERON:0004274  lateral ventricle choroid plexus epithelium
ENVO:03510002 ! automatic transmission fluid,ENVO:03510002 ! automatic transmission fluid,ENVO:03510002,automatic transmission fluid
"FOODON:00001219 ! sausage (cooked, smoked)","FOODON:00001219 ! sausage (cooked, smoked)",,"FOODON:00001219  sausage cooked, smoked"
NCBITaxon:1 ! root,NCBITaxon:1 ! root,,NCBITaxon:1  root
ENVO:01000487 ! brick building floor,ENVO:01000487 ! brick building floor,ENVO:01000487,brick building floor
CHEBI:28659 ! phosphorus atom,CHEBI:28659 ! phosphorus atom,,CHEBI:28659  phosphorus atom
CHEBI:35405 ! transition element oxoanion,CHEBI:35405 ! transition element oxoanion,,CHEBI:35405  transition element oxoanion
UBERON:0001046 ! hindgut,UBERON:0001046 ! hindgut,,UBERON:0001046  hindgut
ENVO:01001035 ! environment determined by a biofilm on a fungal surface,ENVO:01001035 ! environment determined by a biofilm on a fungal surface,ENVO:01001035,environment determined by a biofilm on a fungal surface
ENVO:01001650 ! light fraction material,ENVO:01001650 ! light fraction material,ENVO:01001650,light fraction material
PO:0025496 ! multi-tissue plant structure,PO:0025496 ! multi-tissue plant structure,,PO:0025496  multi-tissue plant structure
NCBITaxon:6546 ! Mytilida,NCBITaxon:6546 ! Mytilida,,NCBITaxon:6546  Mytilida
CHEBI:36093 ! inorganic chloride,CHEBI:36093 ! inorganic chloride,,CHEBI:36093  inorganic chloride
FOODON:00001879 ! frozen dairy food product,FOODON:00001879 ! frozen dairy food product,,FOODON:00001879  frozen dairy food product
UBERON:0000033 ! head,UBERON:0000033 ! head,,UBERON:0000033  head
CHEBI:33822 ! organic hydroxy compound,CHEBI:33822 ! organic hydroxy compound,,CHEBI:33822  organic hydroxy compound
ENVO:03600069 ! nest of alligator,ENVO:03600069 ! nest of alligator,ENVO:03600069,nest of alligator
ENVO:01000195 ! flooded grassland biome,ENVO:01000195 ! flooded grassland biome,ENVO:01000195,flooded grassland biome
FOODON:00002262 ! soybean condiment,FOODON:00002262 ! soybean condiment,,FOODON:00002262  soybean condiment
UBERON:0002308 ! nucleus of brain,UBERON:0002308 ! nucleus of brain,,UBERON:0002308  nucleus of brain
ENVO:03501346 ! chopstick,ENVO:03501346 ! chopstick,ENVO:03501346,chopstick
ENVO:04000007 ! lake water,ENVO:04000007 ! lake water,ENVO:04000007,lake water
FOODON:00001272 ! zebra milk beverage,FOODON:00001272 ! zebra milk beverage,,FOODON:00001272  zebra milk beverage
ENVO:01001887 ! letter paper,ENVO:01001887 ! letter paper,ENVO:01001887,letter paper
ENVO:00000055 ! saline evaporation pond,ENVO:00000055 ! saline evaporation pond,ENVO:00000055,saline evaporation pond
ENVO:04000009 ! active permafrost layer,ENVO:04000009 ! active permafrost layer,ENVO:04000009,active permafrost layer
NCBITaxon:32525 ! Theria <mammals>,NCBITaxon:32525 ! Theria <mammals>,,NCBITaxon:32525  Theria <mammals>
ENVO:01000498 ! pole,ENVO:01000498 ! pole,ENVO:01000498,pole
ENVO:01000987 ! market,ENVO:01000987 ! market,ENVO:01000987,market
ENVO:03501316 ! food production environmental monitoring zone 3,ENVO:03501316 ! food production environmental monitoring zone 3,ENVO:03501316,food production environmental monitoring zone 3
ENVO:01001679 ! fluid front,ENVO:01001679 ! fluid front,ENVO:01001679,fluid front
ENVO:3100046 ! concentration of helium-3 in sea water,ENVO:3100046 ! concentration of helium-3 in sea water,ENVO:3100046,concentration of helium-3 in sea water
ENVO:00002171 ! hay compost,ENVO:00002171 ! hay compost,ENVO:00002171,hay compost
ENVO:01000398 ! temperate freshwater swamp forest,ENVO:01000398 ! temperate freshwater swamp forest,ENVO:01000398,temperate freshwater swamp forest
FOODON:03301444 ! vegetable juice food product,FOODON:03301444 ! vegetable juice food product,,FOODON:03301444  vegetable juice food product
ENVO:2000045 ! hydrocarbon-based environmental material,ENVO:2000045 ! hydrocarbon-based environmental material,ENVO:2000045,hydrocarbon-based environmental material
ENVO:00002049 ! stony meteorite,ENVO:00002049 ! stony meteorite,ENVO:00002049,stony meteorite
ENVO:01000209 ! subtropical coniferous forest biome,ENVO:01000209 ! subtropical coniferous forest biome,ENVO:01000209,subtropical coniferous forest biome
UBERON:0001062 ! anatomical entity,UBERON:0001062 ! anatomical entity,,UBERON:0001062  anatomical entity
PATO:0045090 ! cardinal direction,PATO:0045090 ! cardinal direction,,PATO:0045090  cardinal direction
ENVO:01000970 ! delicatessen,ENVO:01000970 ! delicatessen,ENVO:01000970,delicatessen
UBERON:0003499 ! brain blood vessel,UBERON:0003499 ! brain blood vessel,,UBERON:0003499  brain blood vessel
CHEBI:33719 ! alpha-amino-acid cation,CHEBI:33719 ! alpha-amino-acid cation,,CHEBI:33719  alpha-amino-acid cation
FOODON:00001185 ! rice food product,FOODON:00001185 ! rice food product,,FOODON:00001185  rice food product
CHEBI:46663 ! silicate mineral,CHEBI:46663 ! silicate mineral,,CHEBI:46663  silicate mineral
CHEBI:25216 ! metalloporphyrin,CHEBI:25216 ! metalloporphyrin,,CHEBI:25216  metalloporphyrin
UBERON:0009472 ! axilla,UBERON:0009472 ! axilla,,UBERON:0009472  axilla
ENVO:3200003 ! concentration of cerium in lake water,ENVO:3200003 ! concentration of cerium in lake water,ENVO:3200003,concentration of cerium in lake water
ENVO:00002199 ! sandy beach,ENVO:00002199 ! sandy beach,ENVO:00002199,sandy beach
PATO:0000985 ! non-porous,PATO:0000985 ! non-porous,,PATO:0000985  non-porous
ENVO:00003043 ! sewage plant,ENVO:00003043 ! sewage plant,ENVO:00003043,sewage plant
ENVO:00000330 ! stalagmite,ENVO:00000330 ! stalagmite,ENVO:00000330,stalagmite
ENVO:01000019 ! cave floor,ENVO:01000019 ! cave floor,ENVO:01000019,cave floor
ENVO:03510025 ! paint thinner,ENVO:03510025 ! paint thinner,ENVO:03510025,paint thinner
ENVO:01001531 ! sea ice field,ENVO:01001531 ! sea ice field,ENVO:01001531,sea ice field
ENVO:01000966 ! private swimming pool,ENVO:01000966 ! private swimming pool,ENVO:01000966,private swimming pool
ENVO:03520007 ! snow crystal,ENVO:03520007 ! snow crystal,ENVO:03520007,snow crystal
PATO:0001191 ! medial to,PATO:0001191 ! medial to,,PATO:0001191  medial to
ENVO:01001286 ! slate dust,ENVO:01001286 ! slate dust,ENVO:01001286,slate dust
FOODON:00001757 ! common bean food product,FOODON:00001757 ! common bean food product,,FOODON:00001757  common bean food product
ENVO:01000388 ! tropical semi-deciduous broadleaf forest,ENVO:01000388 ! tropical semi-deciduous broadleaf forest,ENVO:01000388,tropical semi-deciduous broadleaf forest
FOODON:00002266 ! soybean food product,FOODON:00002266 ! soybean food product,,FOODON:00002266  soybean food product
PATO:0002243 ! fluid flow rate,PATO:0002243 ! fluid flow rate,,PATO:0002243  fluid flow rate
FOODON:00002196 ! refined or partially-refined food product,FOODON:00002196 ! refined or partially-refined food product,,FOODON:00002196  refined or partially-refined food product
PATO:0002215 ! falciform,PATO:0002215 ! falciform,,PATO:0002215  falciform
FOODON:00002126 ! plant-based candy,FOODON:00002126 ! plant-based candy,,FOODON:00002126  plant-based candy
ENVO:01000156 ! biofilm material,ENVO:01000156 ! biofilm material,ENVO:01000156,biofilm material
ENVO:03501269 ! packaging machine,ENVO:03501269 ! packaging machine,ENVO:03501269,packaging machine
ENVO:00000421 ! wave-cut platform,ENVO:00000421 ! wave-cut platform,ENVO:00000421,wave-cut platform
ENVO:01000201 ! subtropical broadleaf forest biome,ENVO:01000201 ! subtropical broadleaf forest biome,ENVO:01000201,subtropical broadleaf forest biome
UBERON:0036303 ! vasculature of central nervous system,UBERON:0036303 ! vasculature of central nervous system,,UBERON:0036303  vasculature of central nervous system
ENVO:01000566 ! lamp,ENVO:01000566 ! lamp,ENVO:01000566,lamp
CHEBI:58941 ! cyclic tetrapyrrole anion,CHEBI:58941 ! cyclic tetrapyrrole anion,,CHEBI:58941  cyclic tetrapyrrole anion
ENVO:06105273 ! fine sand,ENVO:06105273 ! fine sand,ENVO:06105273,fine sand
ENVO:03501197 ! institutional building,ENVO:03501197 ! institutional building,ENVO:03501197,institutional building
ENVO:01001781 ! part of a landmass,ENVO:01001781 ! part of a landmass,ENVO:01001781,part of a landmass
UBERON:0004716 ! conceptus,UBERON:0004716 ! conceptus,,UBERON:0004716  conceptus
UBERON:0005253 ! head mesenchyme,UBERON:0005253 ! head mesenchyme,,UBERON:0005253  head mesenchyme
ENVO:00000048 ! navigation canal,ENVO:00000048 ! navigation canal,ENVO:00000048,navigation canal
FOODON:00001282 ! ground beef food product,FOODON:00001282 ! ground beef food product,,FOODON:00001282  ground beef food product
ENVO:01000099 ! marine surface current,ENVO:01000099 ! marine surface current,ENVO:01000099,marine surface current
PATO:0001360 ! filamentous,PATO:0001360 ! filamentous,,PATO:0001360  filamentous
UBERON:0001796 ! aqueous humor of eyeball,UBERON:0001796 ! aqueous humor of eyeball,,UBERON:0001796  aqueous humor of eyeball
ENVO:01000198 ! mixed forest biome,ENVO:01000198 ! mixed forest biome,ENVO:01000198,mixed forest biome
UBERON:0006562 ! pharynx,UBERON:0006562 ! pharynx,,UBERON:0006562  pharynx
CHEBI:35881 ! pnictogen hydride,CHEBI:35881 ! pnictogen hydride,,CHEBI:35881  pnictogen hydride
ENVO:01000343 ! altitudinal condition,ENVO:01000343 ! altitudinal condition,ENVO:01000343,altitudinal condition
CHEBI:33482 ! sulfur oxoanion,CHEBI:33482 ! sulfur oxoanion,,CHEBI:33482  sulfur oxoanion
PATO:0001688 ! increased elevation,PATO:0001688 ! increased elevation,,PATO:0001688  increased elevation
ENVO:3100033 ! pressure of water,ENVO:3100033 ! pressure of water,ENVO:3100033,pressure of water
ENVO:06105106 ! plastisphere,ENVO:06105106 ! plastisphere,ENVO:06105106,plastisphere
FOODON:00001056 ! flour food product,FOODON:00001056 ! flour food product,,FOODON:00001056  flour food product
ENVO:01000827 ! closed eaves,ENVO:01000827 ! closed eaves,ENVO:01000827,closed eaves
ENVO:01001235 ! planktonic kerogen,ENVO:01001235 ! planktonic kerogen,ENVO:01001235,planktonic kerogen
PATO:0001672 ! decreased distribution,PATO:0001672 ! decreased distribution,,PATO:0001672  decreased distribution
ENVO:00002240 ! kastanozem,ENVO:00002240 ! kastanozem,ENVO:00002240,kastanozem
UBERON:0004118 ! vasculature of iris,UBERON:0004118 ! vasculature of iris,,UBERON:0004118  vasculature of iris
ENVO:00000212 ! marine abyssalpelagic zone,ENVO:00000212 ! marine abyssalpelagic zone,ENVO:00000212,marine abyssalpelagic zone
UBERON:0007625 ! pigment epithelium of eye,UBERON:0007625 ! pigment epithelium of eye,,UBERON:0007625  pigment epithelium of eye
PATO:0002292 ! transient,PATO:0002292 ! transient,,PATO:0002292  transient
PATO:0001171 ! elastic,PATO:0001171 ! elastic,,PATO:0001171  elastic
ENVO:00000314 ! alluvial fan,ENVO:00000314 ! alluvial fan,ENVO:00000314,alluvial fan
ENVO:01001238 ! residual kerogen,ENVO:01001238 ! residual kerogen,ENVO:01001238,residual kerogen
ENVO:01001457 ! cloud forest,ENVO:01001457 ! cloud forest,ENVO:01001457,cloud forest
FOODON:00001092 ! vertebrate animal food product,FOODON:00001092 ! vertebrate animal food product,,FOODON:00001092  vertebrate animal food product
FOODON:00002275 ! steeped beverage product,FOODON:00002275 ! steeped beverage product,,FOODON:00002275  steeped beverage product
UBERON:0001425 ! pectoral lymphatic vessel,UBERON:0001425 ! pectoral lymphatic vessel,,UBERON:0001425  pectoral lymphatic vessel
ENVO:06105010 ! plastic pellet,ENVO:06105010 ! plastic pellet,ENVO:06105010,plastic pellet
ENVO:03501345 ! temporary residence,ENVO:03501345 ! temporary residence,ENVO:03501345,temporary residence
UBERON:0007005 ! cardiogenic splanchnic mesoderm,UBERON:0007005 ! cardiogenic splanchnic mesoderm,,UBERON:0007005  cardiogenic splanchnic mesoderm
UBERON:0011138 ! postcranial axial skeletal system,UBERON:0011138 ! postcranial axial skeletal system,,UBERON:0011138  postcranial axial skeletal system
ENVO:00002271 ! nuclear power plant,ENVO:00002271 ! nuclear power plant,ENVO:00002271,nuclear power plant
ENVO:01001689 ! mass of gas,ENVO:01001689 ! mass of gas,ENVO:01001689,mass of gas
ENVO:00002184 ! subsurface landform,ENVO:00002184 ! subsurface landform,ENVO:00002184,subsurface landform
ENVO:01000483 ! flat glass,ENVO:01000483 ! flat glass,ENVO:01000483,flat glass
UBERON:0000165 ! mouth,UBERON:0000165 ! mouth,,UBERON:0000165  mouth
ENVO:03510014 ! India ink,ENVO:03510014 ! India ink,ENVO:03510014,India ink
PATO:0000915 ! thickness,PATO:0000915 ! thickness,,PATO:0000915  thickness
PATO:0001648 ! circumference,PATO:0001648 ! circumference,,PATO:0001648  circumference
ENVO:00003092 ! salicylate enriched soil,ENVO:00003092 ! salicylate enriched soil,ENVO:00003092,salicylate enriched soil
CHEBI:49470 ! aluminium(3+),CHEBI:49470 ! aluminium(3+),,CHEBI:49470  aluminium3+
CHEBI:38773 ! quinolinemonocarboxylate,CHEBI:38773 ! quinolinemonocarboxylate,,CHEBI:38773  quinolinemonocarboxylate
ENVO:03501187 ! massage therapy clinic,ENVO:03501187 ! massage therapy clinic,ENVO:03501187,massage therapy clinic
FOODON:00002038 ! millet food product,FOODON:00002038 ! millet food product,,FOODON:00002038  millet food product
ENVO:01001189 ! algal material,ENVO:01001189 ! algal material,ENVO:01001189,algal material
ENVO:01000760 ! cloud,ENVO:01000760 ! cloud,ENVO:01000760,cloud
ENVO:01000447 ! roadside,ENVO:01000447 ! roadside,ENVO:01000447,roadside
FOODON:00001036 ! pont ieveque cheese food product,FOODON:00001036 ! pont ieveque cheese food product,,FOODON:00001036  pont ieveque cheese food product
ENVO:01000295 ! marine layer,ENVO:01000295 ! marine layer,ENVO:01000295,marine layer
ENVO:01001481 ! public prison,ENVO:01001481 ! public prison,ENVO:01001481,public prison
ENVO:01000430 ! broadleaf forest,ENVO:01000430 ! broadleaf forest,ENVO:01000430,broadleaf forest
ENVO:00000167 ! bar,ENVO:00000167 ! bar,ENVO:00000167,bar
CHEBI:35307 ! epoxycarotenol,CHEBI:35307 ! epoxycarotenol,,CHEBI:35307  epoxycarotenol
CHEBI:35170 ! vanadium(0),CHEBI:35170 ! vanadium(0),,CHEBI:35170  vanadium0
PATO:0045061 ! normal width,PATO:0045061 ! normal width,,PATO:0045061  normal width
ENVO:00000229 ! intermittent estuary,ENVO:00000229 ! intermittent estuary,ENVO:00000229,intermittent estuary
ENVO:00000493 ! obsequent stream,ENVO:00000493 ! obsequent stream,ENVO:00000493,obsequent stream
ENVO:01001539 ! branched valley glacier,ENVO:01001539 ! branched valley glacier,ENVO:01001539,branched valley glacier
ENVO:00002018 ! sewage,ENVO:00002018 ! sewage,ENVO:00002018,sewage
ENVO:00000447 ! marine biome,ENVO:00000447 ! marine biome,ENVO:00000447,marine biome
ENVO:00000299 ! ice field,ENVO:00000299 ! ice field,ENVO:00000299,ice field
ENVO:03400016 ! area of ice cover,ENVO:03400016 ! area of ice cover,ENVO:03400016,area of ice cover
BFO:0000142 ! one-dimensional continuant fiat boundary,BFO:0000142 ! one-dimensional continuant fiat boundary,,BFO:0000142  one-dimensional continuant fiat boundary
CHEBI:33424 ! sulfur oxoacid derivative,CHEBI:33424 ! sulfur oxoacid derivative,,CHEBI:33424  sulfur oxoacid derivative
ENVO:00000889 ! large river delta biome,ENVO:00000889 ! large river delta biome,ENVO:00000889,large river delta biome
ENVO:01000243 ! boulder,ENVO:01000243 ! boulder,ENVO:01000243,boulder
CHEBI:15378 ! hydron,CHEBI:15378 ! hydron,,CHEBI:15378  hydron
ENVO:00000043 ! wetland area,ENVO:00000043 ! wetland area,ENVO:00000043,wetland area
ENVO:03400003 ! snow cover,ENVO:03400003 ! snow cover,ENVO:03400003,snow cover
ENVO:00000555 ! check dam,ENVO:00000555 ! check dam,ENVO:00000555,check dam
ENVO:01001172 ! IUCN protected landscape/seascape,ENVO:01001172 ! IUCN protected landscape/seascape,ENVO:01001172,IUCN protected landscape/seascape
ENVO:01000510 ! sheet-iron building roof,ENVO:01000510 ! sheet-iron building roof,ENVO:01000510,sheet-iron building roof
PATO:0001823 ! wet,PATO:0001823 ! wet,,PATO:0001823  wet
ENVO:01000184 ! subtropical desert biome,ENVO:01000184 ! subtropical desert biome,ENVO:01000184,subtropical desert biome
ENVO:00002270 ! chemocline,ENVO:00002270 ! chemocline,ENVO:00002270,chemocline
ENVO:01001005 ! lunar rainbow,ENVO:01001005 ! lunar rainbow,ENVO:01001005,lunar rainbow
ENVO:03501226 ! greasy spoon,ENVO:03501226 ! greasy spoon,ENVO:03501226,greasy spoon
ENVO:00002230 ! anthrosol,ENVO:00002230 ! anthrosol,ENVO:00002230,anthrosol
CHEBI:26873 ! terpenoid,CHEBI:26873 ! terpenoid,,CHEBI:26873  terpenoid
UBERON:0003304 ! mesoderm blood island,UBERON:0003304 ! mesoderm blood island,,UBERON:0003304  mesoderm blood island
UBERON:0000468 ! multicellular organism,UBERON:0000468 ! multicellular organism,,UBERON:0000468  multicellular organism
ENVO:01000062 ! marine benthic storm,ENVO:01000062 ! marine benthic storm,ENVO:01000062,marine benthic storm
FOODON:00001173 ! plant seed food product,FOODON:00001173 ! plant seed food product,,FOODON:00001173  plant seed food product
PATO:0000591 ! increased thickness,PATO:0000591 ! increased thickness,,PATO:0000591  increased thickness
